Index,Title,Sentiment,Class,Entity1,Entity2,Entity3
1,"  Stroll calls 2020 season a year of ""missed opportunity""  ",0.20380952380952377,Positive,Stroll,,
1,,0.20380952380952377,,,,
1,,0.20380952380952377,,,,
2,  Motorsport Images assists Ferrari in commemorative 1000th GP celebration book  ,0.2689239332096475,Positive,,,
2,,0.2689239332096475,,,,
2,,0.2689239332096475,,,,
3,  Gasly remembers 'every second' of shock Italian GP win  ,0.26989328500956417,Positive,Gasly,,
3,,0.26989328500956417,,,,
3,,0.26989328500956417,,,,
4,  How McLaren triumphed in F1 2020's best battle  ,0.13964862298195632,Neutral,,,
4,,0.13964862298195632,,,,
4,,0.13964862298195632,,,,
5,  Russell never on Red Bull F1's radar to replace Albon - Marko  ,0.16506090808416388,Positive,Russell,,
5,,0.16506090808416388,,,Albon,
5,,0.16506090808416388,,,,Red Bull
6,  Hamilton knighted in Queen’s New Year Honours list  ,0.21243857493857493,Positive,Hamilton,,
6,,0.21243857493857493,,,,
6,,0.21243857493857493,,,,
7,  Podcast: The best and worst of Formula 1 in 2020  ,0.19955808080808082,Positive,,,
7,,0.19955808080808082,,,,
7,,0.19955808080808082,,,,
8,  Sir Frank Williams discharged from hospital  ,0.0834998334998335,Neutral,Williams,,
8,,0.0834998334998335,,,,
8,,0.0834998334998335,,,,
9,  How F1's teams developed their cars over 2020  ,0.21875,Positive,,,
9,,0.21875,,,,
9,,0.21875,,,,
10,  Did Mercedes sacrifice Abu Dhabi GP pace to exploit test day?  ,0.10384289321789322,Neutral,Mercedes,,
10,,0.10384289321789322,,,,
10,,0.10384289321789322,,,,
11,   The sceptical mindset behind Haas F1's change of course  ,-0.3371212121212121,Negative,Haas,,
11,,-0.3371212121212121,,,,
11,,-0.3371212121212121,,,,
12,  Hamilton receives UK’s BBC Sports Personality of the Year  ,0.2465704340704341,Positive,Hamilton,,
12,,0.2465704340704341,,,,
12,,0.2465704340704341,,,,
13,  Perez replaces Albon at Red Bull for 2021 F1 season  ,0.044380024737167595,Neutral,Perez,,
13,,0.044380024737167595,,,Albon,
13,,0.044380024737167595,,,,Red Bull
14,  Mercedes hints at imminent Hamilton F1 contract renewal  ,0.048051948051948054,Neutral,Hamilton,,
14,,0.048051948051948054,,,Mercedes,
14,,0.048051948051948054,,,,
15,  How McLaren turned shop floor mutiny into credible recovery  ,0.09999999999999999,Neutral,,,
15,,0.09999999999999999,,,,
15,,0.09999999999999999,,,,
16,"  Toto Wolff discusses the future of Formula 1, cost caps and more  ",0.17144306586270872,Positive,,,
16,,0.17144306586270872,,,,
16,,0.17144306586270872,,,,
17,  Ricciardo ponders Abu Dhabi layout change after dull race  ,0.02164502164502164,Neutral,Ricciardo,,
17,,0.02164502164502164,,,,
17,,0.02164502164502164,,,,
18,  Vettel explains Ferrari farewell song in Abu Dhabi  ,0.22148120818575368,Positive,Vettel,,
18,,0.22148120818575368,,,,
18,,0.22148120818575368,,,,
19,"  Sir Frank Williams in stable condition in hospital, says family  ",0.0685064935064935,Neutral,Williams,,
19,,0.0685064935064935,,,,
19,,0.0685064935064935,,,,
20,  Masi explains decision to delay Sainz investigation  ,-0.03388888888888889,Negative,Sainz,,
20,,-0.03388888888888889,,,,
20,,-0.03388888888888889,,,,
21,  Gallery: Formula 1's young driver test in Abu Dhabi  ,0.11923076923076922,Neutral,,,
21,,0.11923076923076922,,,,
21,,0.11923076923076922,,,,
22,  Alonso: First proper F1 test ignited “competitive spirit”  ,0.24818181818181817,Positive,,,
22,,0.24818181818181817,,,,
22,,0.24818181818181817,,,,
23,  Alonso tops Abu Dhabi F1 test for Renault  ,0.050508130081300825,Neutral,Renault,,
23,,0.050508130081300825,,,,
23,,0.050508130081300825,,,,
24,  Ricciardo reveals he's had Bathurst talks  ,0.18545454545454548,Positive,Ricciardo,,
24,,0.18545454545454548,,,,
24,,0.18545454545454548,,,,
25,  Ten things we learned from the Abu Dhabi Grand Prix  ,0.08593913821761923,Neutral,,,
25,,0.08593913821761923,,,,
25,,0.08593913821761923,,,,
26,  Who is driving in the Abu Dhabi F1 young driver test?  ,0.08957931507436453,Neutral,,,
26,,0.08957931507436453,,,,
26,,0.08957931507436453,,,,
27,"  Hamilton: Mercedes has ""fight on our hands"" with Red Bull  ",0.10376623376623377,Neutral,Hamilton,,
27,,0.10376623376623377,,,Red Bull,
27,,0.10376623376623377,,,,Mercedes
28,  Abu Dhabi Grand Prix - Driver ratings  ,0.23880208333333336,Positive,,,
28,,0.23880208333333336,,,,
28,,0.23880208333333336,,,,
29,  McLaren downplays talk it can close Mercedes gap soon  ,0.18651409566043708,Positive,Mercedes,,
29,,0.18651409566043708,,,,
29,,0.18651409566043708,,,,
30,  Why engine caution wasn't the biggest factor in Mercedes defeat  ,0.49090909090909096,Positive,Mercedes,,
30,,0.49090909090909096,,,,
30,,0.49090909090909096,,,,
31,  Hamilton wants new Mercedes F1 contract before Christmas  ,0.13966942148760328,Neutral,Hamilton,,
31,,0.13966942148760328,,,Mercedes,
31,,0.13966942148760328,,,,
32,  Mercedes: Power unit deficit worth less than 0.1s per lap  ,0.06734943977591036,Neutral,Mercedes,,
32,,0.06734943977591036,,,,
32,,0.06734943977591036,,,,
